Source,Target,Type,id,label,timeset,weight,text
bwood___4,archaeologyto,Directed,4332,,,1.0,RT @ArchaeologyTO: Into Toronto heritage? Come to a free session on local archaeology this Sunday #aiascs  @heritagetoronto  https://t.co/J…
peregrinekiwi,archaeologyto,Directed,4333,,,4.0,"Robertson: Virtues of small, flexible environments: ""pleasingly autonomous"", but pitfalls of excessive individualism. #s24 #aiascs"
frantasticx,archaeologyto,Directed,4334,,,3.0,"Electronic Spin Resonance will hopefully date the moment of extreme heating to ivory, to help determine a date #aiascs"
unirosegreens,archaeologyto,Directed,4335,,,1.0,RT @ArchaeologyTO: Into Toronto heritage? Come to a free session on local archaeology this Sunday #aiascs  @heritagetoronto  https://t.co/J…
opietasanimi,archaeologyto,Directed,4336,,,6.0,"scholars who work on the Western area in archaic period, without written sources, rely more heavily on archaeology - López-Ruiz #s20 #aiascs"
torontorivers,archaeologyto,Directed,4337,,,1.0,RT @ArchaeologyTO: Into Toronto heritage? Come to a free session on local archaeology this Sunday #aiascs  @heritagetoronto  https://t.co/J…
arconserve,archaeologyto,Directed,4338,,,1.0,RT @ArchaeologyTO: Into Toronto heritage? Come to a free session on local archaeology this Sunday #aiascs  @heritagetoronto  https://t.co/J…
lislanna,archaeologyto,Directed,4339,,,2.0,Doherty: marginality conveys power to see truths others cannot #s20 #aiascs
matthewlloyd85,archaeologyto,Directed,4340,,,1.0,Very crowded in the Mycenean room right now! #aiascs
jaredsimard,archaeologyto,Directed,4341,,,2.0,marginality can confer a kind of power - Doherty #s20 #aiascs
musingsbyshe,archaeologyto,Directed,4342,,,2.0,RT @ArchaeologyTO: Into Toronto heritage? Come to a free session on local archaeology this Sunday #aiascs  @heritagetoronto  https://t.co/J…
lynngr,archaeologyto,Directed,4343,,,1.0,RT @ArchaeologyTO: .@ROMtoronto Attn all archaeology enthusiasts! Fantastic free session on 5 great Toronto sites this Sunday #aiascs  http…
kelseymuseum,archaeologyto,Directed,4344,,,3.0,At #aiascs in Toronto? Check out this list of all of the #Umich research you'll want to see on Friday ! #GoBlue https://t.co/9ezitgXI8R
rogueclassicist,archaeologyto,Directed,4345,,,1.0,RT @ArchaeologyTO: .@ROMtoronto Attn all archaeology enthusiasts! Fantastic free session on 5 great Toronto sites this Sunday #aiascs  http…
ascsapubs,archaeologyto,Directed,4346,,,1.0,Hey #aiascs attendees - come and say hello to us in the exhibit hall! https://t.co/UpEjsKaLPl
douglasyardley,archaeologyto,Directed,4347,,,1.0,RT @ArchaeologyTO: .@ROMtoronto Attn all archaeology enthusiasts! Fantastic free session on 5 great Toronto sites this Sunday #aiascs  http…
kmullen72,archaeologyto,Directed,4348,,,1.0,Exhibit hall is open for business #aiascs https://t.co/ZPmE4hxS3a
theringolord,archaeologyto,Directed,4349,,,1.0,RT @ArchaeologyTO: .@ROMtoronto Attn all archaeology enthusiasts! Fantastic free session on 5 great Toronto sites this Sunday #aiascs  http…
romtoronto,archaeologyto,Directed,4350,,,1.0,RT @ArchaeologyTO: .@ROMtoronto Attn all archaeology enthusiasts! Fantastic free session on 5 great Toronto sites this Sunday #aiascs  http…
archaeologyto,archaeologyto,Directed,4351,,,2.0,.@Spacing Making weekend plans? We have organised a great free session on Toronto archaeology this Sunday #aiascs https://t.co/JVYAfYzZe7
peripatesis,archaeologyto,Directed,4352,,,1.0,"Okay, actually ready to brave the cold and head downtown to #aiascs. See you kids soon!"
archaeology_aia,archaeologyto,Directed,4353,,,1.0,"Session rooms are all set, just waiting for presenters and an audience #aiascs https://t.co/Jg3sbzH2Af"
snarrkaeology,archaeologyto,Directed,4354,,,1.0,"Immediately ran into old dissertation committee member and three buddies within 5 mins of arriving at hotel, classic #aiascs"
ineslalowa,archaeotweets,Directed,4355,,,4.0,RT @ArchaeoTweets: The latest ArchaeoTweets! https://t.co/t91eLvDQOo Thanks to @c_katsari @pauljcripps #aiascs #archaeology
elisabethstorrs,archaeotweets,Directed,4356,,,2.0,RT @ArchaeoTweets: The latest ArchaeoTweets! https://t.co/t91eLvDQOo Thanks to @c_katsari @pauljcripps #aiascs #archaeology
samsonalice3,archanchistleic,Directed,4357,,,1.0,RT @ArchAncHistLeic: At the #AIASCS? Visit Jan on the Leicester table to chat about our fantastic CB &amp; DL programmes in ancient history and…
joyclassicist,arianeschwartz,Directed,4358,,,1.0,"Kingston on Plutarch &amp; emerging idea of the state in France, now Bark on Erasmus v Luther on Lucian @Dr_AHL @arianeschwartz #aiascs #semcr"
rogueclassicist,arianeschwartz,Directed,4359,,,11.0,"MB: on to Plokamos ... using smith's dictionary of mythology ... seeking the network of ajax
#aiascs #AncMakers"
opietasanimi,arianeschwartz,Directed,4360,,,5.0,Hexter used the word that I was waiting for - 'assimilation' #aiascs #s46
dr_ahl,arianeschwartz,Directed,4361,,,2.0,"Anyone going to the SEMCR panel? Live-tweet for the cheap seats, please. @Joyclassicist @arianeschwartz #aiascs #semcr"
lislanna,arianeschwartz,Directed,4362,,,2.0,"Finally, how to use Tesserae! I ran into issues with this in my research &amp; ""Seneca&amp;stats"" course, hoping to learn more! #AncMakers #aiascs"
lucianixon,arianeschwartz,Directed,4363,,,1.0,Short lunch-time skate near City Hall in Toronto! Now back to #aiascs papers... https://t.co/jIp08ScfS3
diyclassics,arianeschwartz,Directed,4364,,,1.0,"Ancient MakerSpaces, 1:10:
""Workshop: Intertext Mining with Tesserae,"" J. Gawley

More at https://t.co/xX1P1XKHbJ

#aiascs"
mxmcadam,arianeschwartz,Directed,4365,,,1.0,I've been waiting in vain for 3 days for the daring #aiascs attendee to run on this very weird rooftop track. https://t.co/Uk1RexwPEF
yenimedya,arianeschwartz,Directed,4366,,,1.0,The latest Yeni Medya Postası! https://t.co/9jyZlBMRwB #aiascs
jaredsimard,arianeschwartz,Directed,4367,,,2.0,Good quality audio is the most important in online recordings #r2 #aiascs
rogueclassicist,ascsapubs,Directed,4368,,,2.0,RT @ascsapubs: Just a peek into the @ASCSAthens alumni reception at #aiascs https://t.co/ca80hsFvD8
ascsathens,ascsapubs,Directed,4369,,,2.0,RT @ascsapubs: Hey #aiascs attendees - come and say hello to us in the exhibit hall! https://t.co/UpEjsKaLPl
mxmcadam,ascsapubs,Directed,4370,,,1.0,RT @ascsapubs: Hey #aiascs attendees - come and say hello to us in the exhibit hall! https://t.co/UpEjsKaLPl
elenidedes,ascsapubs,Directed,4371,,,1.0,RT @ascsapubs: We prepped for #aiascs with a little pre-meeting Vasilopita in Princeton! See you all soon! https://t.co/uzDPwmupsV
bcpublishers,ascsapubs,Directed,4372,,,2.0,"Attending #AIASCS in Toronto? Be sure to stop by Booths 117/118 to see what's new at #BCPub, say hello, and check o… https://t.co/GdjMWeaCGL"
realtalkscs,ascsapubs,Directed,4373,,,2.0,"When there are a dozen other classicists in a line waiting to strip, you know it must be time to fly to #aiascs"
effiechilia,ascsapubs,Directed,4374,,,1.0,RT @ascsapubs: We prepped for #aiascs with a little pre-meeting Vasilopita in Princeton! See you all soon! https://t.co/uzDPwmupsV
n_santama,ascsapubs,Directed,4375,,,1.0,RT @ascsapubs: We prepped for #aiascs with a little pre-meeting Vasilopita in Princeton! See you all soon! https://t.co/uzDPwmupsV
ascsapubs,ascsapubs,Directed,4376,,,1.0,We prepped for #aiascs with a little pre-meeting Vasilopita in Princeton! See you all soon! https://t.co/uzDPwmupsV
rogueclassicist,ascsathens,Directed,4377,,,2.0,RT @ascsapubs: Just a peek into the @ASCSAthens alumni reception at #aiascs https://t.co/ca80hsFvD8
ascsapubs,ascsathens,Directed,4378,,,2.0,Just a peek into the @ASCSAthens alumni reception at #aiascs https://t.co/ca80hsFvD8
jstpwalsh,ascsathens,Directed,4379,,,3.0,Another #FirstWorldProblem: what's up with these elevator buttons? #aiascs
matthewlloyd85,ascsathens,Directed,4380,,,2.0,"University of New Mexico, Georgia Flouda, Heraklion Archaeological Museum, and Andrew J Koh of Brandeis University. #aiascs"
diyclassics,ascsathens,Directed,4381,,,1.0,"RT @ASCSAthens: We're looking forward to this year's #aiascs!
 https://t.co/XU0jfHsQ2l"
dorothyking,ascsathens,Directed,4382,,,2.0,"RT @ASCSAthens: We're looking forward to this year's #aiascs!
 https://t.co/XU0jfHsQ2l"
ascsathens,ascsathens,Directed,4383,,,1.0,"We're looking forward to this year's #aiascs!
 https://t.co/XU0jfHsQ2l"
aspiringspartan,aspiringspartan,Directed,4384,,,1.0,RT @alexandriayen: @meghandemaria @stevenatschool and @AspiringSpartan braving some Toronto cold at #aiascs https://t.co/MyE9JinYNn
alexandriayen,aspiringspartan,Directed,4385,,,1.0,@meghandemaria @stevenatschool and @AspiringSpartan braving some Toronto cold at #aiascs https://t.co/MyE9JinYNn
matthewlloyd85,aspiringspartan,Directed,4386,,,1.0,I finally saw the colours on the Toronto sign in Nathan Phillip's Square change!! #aiascs
stevenatschool,aspiringspartan,Directed,4387,,,1.0,RT @AspiringSpartan: On our way to Toronto for #aiascs for some classical nerdery! 🤓 https://t.co/gsfSzAd0lG
prof_carrington,astrokatie,Directed,4388,,,1.0,RT @SORAAADWorkshop: rt: @AstroKatie @McKellogs THREAD #Conferences #HigherEd the labor of fending off #Harassment #aha17 #aiascs #mla17 #s…
soraaadworkshop,astrokatie,Directed,4389,,,6.0,rt: @AstroKatie @McKellogs THREAD #Conferences #HigherEd the labor of fending off #Harassment #aha17 #aiascs #mla17… https://t.co/HvJuXBgPWw
cmillerd,avensarah,Directed,4390,,,2.0,RT @AvenSarah: @opietasanimi e.g. there are a lot of Classics podcasts on this list https://t.co/cxtafr2QLL #AIASCS #s4
am_christensen,avensarah,Directed,4391,,,2.0,RT @AvenSarah: @opietasanimi e.g. there are a lot of Classics podcasts on this list https://t.co/cxtafr2QLL #AIASCS #s4
rogueclassicist,avensarah,Directed,4392,,,4.0,RT @AvenSarah: @opietasanimi e.g. there are a lot of Classics podcasts on this list https://t.co/cxtafr2QLL #AIASCS #s4
timothyphin,avensarah,Directed,4393,,,2.0,RT @AvenSarah: @opietasanimi e.g. there are a lot of Classics podcasts on this list https://t.co/cxtafr2QLL #AIASCS #s4
sarahebond,awmc_unc,Directed,4394,,,2.0,If you want to see beta version of revamped Antiquity a la Carte map maker @AWMC_UNC: it's up! https://t.co/5o8a4Z9U8E #AncMakers #aiascs
paregorios,awmc_unc,Directed,4395,,,1.0,"confab complete w/ @RyanMHorne about “mapping”, @AWMC_UNC, and @PleiadesProject content for #ancmakers session Saturday at #aiascs"
res_australes,barhopbar,Directed,4396,,,1.0,RT @peregrinekiwi: Fall of Thebes by @BloodBrothersTO at @barhopbar #aiascs https://t.co/gIVZ116T53
baronatrix,barhopbar,Directed,4397,,,2.0,"I salute the brave academics soldiering off to the #aiascs and #aha17 this weekend for interviews. Drink well, my friends."
peregrinekiwi,barhopbar,Directed,4398,,,3.0,Fall of Thebes by @BloodBrothersTO at @barhopbar #aiascs https://t.co/gIVZ116T53
rogueclassicist,bcpublishers,Directed,4399,,,3.0,"RT @douglasboin: Worth cross-posting for #aiascs. 😉 Thanks, team! @JHUPress @BCPublishers @CUPAcademic @PrincetonUPress @Rout_Classics @Wil…"
douglasboin,bcpublishers,Directed,4400,,,1.0,"Worth cross-posting for #aiascs. 😉 Thanks, team! @JHUPress @BCPublishers @CUPAcademic @PrincetonUPress… https://t.co/qrzYdMzfgD"
evrybdysinshwbz,bcpublishers,Directed,4401,,,1.0,RT @BCPublishers: Don't 'waste' time. Come pick up a free Calendar Magnet at booth 118. #AIASCS https://t.co/K8mtmJhOW2
mxmcadam,bcpublishers,Directed,4402,,,2.0,"RT @BCPublishers: Attending #AIASCS in Toronto? Be sure to stop by Booths 117/118 to see what's new at #BCPub, say hello, and check out our…"
sentantiq,bcpublishers,Directed,4403,,,2.0,RT @BCPublishers: Come to booth 118 and enter for a chance to win three free books. #aiascs #BCPub
duclassicspgr,bcpublishers,Directed,4404,,,2.0,"RT @BCPublishers: Attending #AIASCS in Toronto? Be sure to stop by Booths 117/118 to see what's new at #BCPub, say hello, and check out our…"
upatras_greek,bcpublishers,Directed,4405,,,2.0,"Registration done, table ready! The exhibition hall at #AIASCS has just open! Come by for a meet&amp;greet #Ohio &amp;… https://t.co/20Fpdvfy4G"
tonykeen46,beldonstevens,Directed,4406,,,2.0,RT @beldonstevens: Like receptions in science fiction &amp; fantasy? Come to the roundtable today at 12:15! #aiascs #ctsfmf @brettmrogers @Rebo…
peregrinekiwi,beldonstevens,Directed,4407,,,2.0,RT @beldonstevens: Like receptions in science fiction &amp; fantasy? Come to the roundtable today at 12:15! #aiascs #ctsfmf @brettmrogers @Rebo…
vergilophile,beldonstevens,Directed,4408,,,2.0,RT @beldonstevens: At #aiascs and like science fiction &amp; fantasy? Come to the roundtable Saturday at 12:15! #ctsfmf @brettmrogers @RebootTh…
tophocles,beldonstevens,Directed,4409,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
rogueclassicist,beldonstevens,Directed,4410,,,2.0,"RT @beldonstevens: ""Epiphany"" from @MerriamWebster just in time for the biggest annual Classics conference! #aiascs @scsclassics #lexiconpo…"
fredkiesche,beldonstevens,Directed,4411,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
drmjcwarren,beldonstevens,Directed,4412,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
bolin67,beldonstevens,Directed,4413,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
disinvictis,beldonstevens,Directed,4414,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
sentantiq,beldonstevens,Directed,4415,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
beldonstevens,beldonstevens,Directed,4416,,,1.0,RT @CTSFMF: Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens &amp; @brettmrog…
ctsfmf,beldonstevens,Directed,4417,,,2.0,Find CTSF &amp; brand new CLASSICAL TRADITIONS IN MODERN FANTASY at @OUPAcademic at #aiascs! Co-editors @beldonstevens… https://t.co/tVSYmZJQDq
diyclassics,bigancie,Directed,4418,,,1.0,"RT @RyanMHorne: Preparing for #aiascs : Antiquity À-la-Carte 3. Data from @PleiadesProject, @Pelagiosproject, @perio_do, built w/ @BigAncie…"
rogueclassicist,bigancie,Directed,4419,,,2.0,"RT @RyanMHorne: Preparing for #aiascs : Antiquity À-la-Carte 3. Data from @PleiadesProject, @Pelagiosproject, @perio_do, built w/ @BigAncie…"
perio_do,bigancie,Directed,4420,,,1.0,"RT @RyanMHorne: Preparing for #aiascs : Antiquity À-la-Carte 3. Data from @PleiadesProject, @Pelagiosproject, @perio_do, built w/ @BigAncie…"
dccomm,bioarcholivia,Directed,4421,,,3.0,RT @bioarchOlivia: Some useful tips for live-tweeting this weekend at #aiascs https://t.co/iPxP4gZsxd
ntelkins,bioarcholivia,Directed,4422,,,1.0,Good to see this in the flesh; always teach it in the art history survey. Royal Ontario Museum. #aiascs https://t.co/cfKLZccOkb
paregorios,bioarcholivia,Directed,4423,,,1.0,RT @bioarchOlivia: Some useful tips for live-tweeting this weekend at #aiascs https://t.co/iPxP4gZsxd
res_australes,bloodbrothersto,Directed,4424,,,1.0,RT @peregrinekiwi: Fall of Thebes by @BloodBrothersTO at @barhopbar #aiascs https://t.co/gIVZ116T53
peregrinekiwi,bloodbrothersto,Directed,4425,,,2.0,Fall of Thebes by @BloodBrothersTO at @barhopbar #aiascs https://t.co/gIVZ116T53
jajrenshaw,bloomsburyclass,Directed,4426,,,1.0,RT @BloomsburyClass: Come by the Bloomsbury booth at #AIASCS for great deals on new books! https://t.co/ZW6qlpH27o
michaelmeckler,bloomsburyclass,Directed,4427,,,2.0,"As those looking for me in #Toronto are aware, I'm a no-show yet again at #AIASCS: https://t.co/YsinzrwlAM"
mxmcadam,bloomsburyclass,Directed,4428,,,1.0,RT @BloomsburyClass: Come by the Bloomsbury booth at #AIASCS for great deals on new books! https://t.co/ZW6qlpH27o
frantasticx,bloomsburyclass,Directed,4429,,,2.0,Kicking off #aiascs with Dr. James Delgado highlighting the incredible Uluburun shipwreck 🌊 #thegreatmuseumofthesea https://t.co/NOLnOWjqTr
shaynasheinfeld,bolin67,Directed,4430,,,1.0,RT @bolin67: I wish we biblical scholars were as fun as the classicists. #aiascs https://t.co/Dl8xEF7aL2
drmjcwarren,bolin67,Directed,4431,,,1.0,RT @bolin67: I wish we biblical scholars were as fun as the classicists. #aiascs https://t.co/Dl8xEF7aL2
lizcoops,bolin67,Directed,4432,,,2.0,"Wutrich: parallels in speech between Aeneas and Odysseus (addressing men), and between Dido and Antigone (death speeches) #aiascs #s7"
opietasanimi,bolin67,Directed,4433,,,4.0,podcasting: a dynamic medium that has a large audience but hasn't been picked up by classicists yet - Francese #s4 #aiascs
